Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,Credit score,Income
21.0,2,2.0,1,4,2,9522.0,52.0,1,1,-1.0,37147.0
33.0,2,2.0,1,4,3,1640.0,12.0,5,0,800.0,34216.0
56.0,1,-1.0,3,1,2,7524.0,22.0,0,0,595.0,47630.0
-1.0,1,2.0,2,4,1,3882.0,31.0,5,0,-1.0,38868.0
25.0,1,2.0,2,3,4,5266.0,44.0,0,0,515.0,37900.0
55.0,1,1.0,3,4,0,6901.0,39.0,3,1,659.0,39822.0
36.0,1,3.0,2,2,4,2782.0,41.0,3,0,665.0,56269.0
23.0,2,1.0,2,1,4,6801.0,48.0,2,0,690.0,37557.0
31.0,2,1.0,1,0,4,6082.0,44.0,5,0,561.0,58273.0
50.0,2,1.0,3,4,3,4357.0,30.0,5,0,569.0,60103.0
43.0,2,3.0,2,2,3,6203.0,45.0,0,0,785.0,30760.0
45.0,1,2.0,3,3,2,1563.0,21.0,2,0,592.0,31845.0
25.0,2,3.0,2,2,2,7204.0,44.0,2,0,634.0,20660.0
60.0,1,3.0,1,4,4,-1.0,32.0,3,0,506.0,22260.0
20.0,1,1.0,2,4,1,7786.0,15.0,1,0,520.0,43191.0
24.0,2,3.0,2,0,3,-1.0,42.0,5,1,519.0,29372.0
22.0,1,2.0,1,1,1,4233.0,24.0,3,0,690.0,38069.0
55.0,1,1.0,1,3,3,9486.0,40.0,5,1,639.0,36894.0
46.0,0,1.0,3,3,2,500.0,15.0,5,0,643.0,49911.0
33.0,1,3.0,2,3,1,500.0,45.0,5,0,634.0,49674.0
40.0,2,1.0,2,1,2,1123.0,22.0,3,0,587.0,53800.0
-1.0,2,3.0,2,4,3,4114.0,56.0,2,1,668.0,25369.0
28.0,2,3.0,3,2,1,7304.0,-1.0,5,1,679.0,37606.0
22.0,2,2.0,0,1,3,5058.0,8.0,3,0,804.0,50502.0
28.0,2,3.0,3,1,3,5831.0,-1.0,2,1,543.0,44817.0
20.0,2,3.0,1,2,2,4133.0,47.0,1,1,552.0,21467.0
32.0,2,3.0,2,2,4,7652.0,36.0,0,1,660.0,31023.0
51.0,2,3.0,0,3,4,8297.0,10.0,1,1,482.0,47188.0
34.0,1,3.0,1,4,3,8403.0,32.0,2,0,830.0,50463.0
62.0,2,1.0,1,1,3,7363.0,22.0,4,1,713.0,45356.0
57.0,2,1.0,1,3,3,6203.0,-1.0,0,0,610.0,53215.0
59.0,2,1.0,2,1,3,3633.0,18.0,3,0,534.0,56029.0
43.0,1,2.0,2,1,1,2385.0,11.0,2,0,707.0,58811.0
65.0,1,1.0,2,3,0,5650.0,36.0,3,1,614.0,37395.0
45.0,2,2.0,1,1,1,2213.0,10.0,5,0,646.0,41305.0
33.0,2,1.0,1,1,1,4918.0,24.0,0,0,-1.0,40546.0
44.0,0,1.0,2,1,1,5479.0,55.0,1,1,620.0,29348.0
44.0,1,2.0,1,2,2,4070.0,18.0,4,0,716.0,25047.0
32.0,1,3.0,2,2,1,-1.0,45.0,4,1,581.0,32048.0
57.0,2,3.0,0,0,0,5276.0,-1.0,5,1,605.0,36988.0
43.0,2,3.0,2,2,3,9353.0,46.0,3,1,688.0,58869.0
36.0,1,3.0,2,0,3,7616.0,-1.0,4,0,579.0,51996.0
33.0,1,3.0,3,1,2,7364.0,55.0,2,1,800.0,30372.0
57.0,2,3.0,2,3,4,3015.0,10.0,3,0,602.0,48439.0
34.0,2,1.0,3,1,3,2989.0,52.0,3,0,779.0,46972.0
27.0,1,2.0,2,3,0,9390.0,45.0,4,1,-1.0,-1.0
63.0,2,3.0,3,2,4,5012.0,18.0,2,0,699.0,58957.0
23.0,1,1.0,3,1,1,5270.0,-1.0,5,1,524.0,34351.0
56.0,1,1.0,3,1,2,3618.0,25.0,3,0,718.0,51180.0
39.0,1,2.0,1,4,2,8140.0,59.0,5,1,765.0,10000.0
41.0,2,-1.0,1,1,3,3390.0,50.0,4,0,531.0,45651.0
34.0,2,3.0,1,2,2,4714.0,21.0,3,0,742.0,34845.0
30.0,2,1.0,1,3,3,5902.0,51.0,4,1,547.0,-1.0
40.0,2,3.0,1,2,2,11017.0,-1.0,2,1,563.0,18957.0
65.0,1,1.0,0,0,3,7605.0,-1.0,3,0,686.0,30236.0
30.0,2,2.0,1,2,2,3160.0,14.0,5,1,-1.0,35416.0
46.0,2,1.0,3,3,2,7948.0,33.0,1,0,543.0,27558.0
38.0,1,3.0,3,3,4,1288.0,27.0,2,1,624.0,-1.0
43.0,1,1.0,3,2,1,4243.0,41.0,2,0,691.0,19139.0
30.0,2,2.0,1,3,2,6883.0,29.0,0,1,665.0,56589.0
53.0,1,3.0,1,2,3,9334.0,60.0,3,1,-1.0,34929.0
50.0,0,2.0,1,3,2,8017.0,13.0,5,0,730.0,43029.0
-1.0,1,3.0,2,4,4,4790.0,29.0,4,1,578.0,47018.0
54.0,2,2.0,2,0,0,4708.0,40.0,1,0,820.0,36954.0
40.0,1,1.0,3,3,4,-1.0,30.0,1,0,730.0,45944.0
57.0,2,1.0,1,3,4,2219.0,52.0,4,0,701.0,42124.0
51.0,1,2.0,2,4,2,7042.0,13.0,1,0,730.0,36344.0
43.0,1,3.0,3,3,1,7136.0,51.0,4,1,562.0,35316.0
32.0,1,1.0,1,1,4,7568.0,60.0,3,1,593.0,38709.0
50.0,1,1.0,3,3,0,5679.0,37.0,1,0,669.0,55395.0
50.0,1,3.0,1,1,2,9846.0,58.0,4,1,557.0,41874.0
43.0,2,-1.0,2,2,2,11551.0,32.0,4,1,642.0,37421.0
29.0,2,1.0,2,1,1,7202.0,20.0,1,0,733.0,40063.0
48.0,1,3.0,2,0,4,7248.0,47.0,5,1,572.0,42406.0
39.0,1,2.0,1,2,2,8858.0,10.0,5,1,-1.0,32772.0
37.0,0,3.0,3,4,3,6411.0,47.0,3,0,591.0,50489.0
61.0,1,3.0,1,1,0,9094.0,21.0,5,1,504.0,36303.0
27.0,2,3.0,3,2,1,9275.0,42.0,5,1,499.0,18264.0
51.0,1,-1.0,2,0,3,8775.0,40.0,0,0,776.0,41640.0
59.0,2,3.0,2,2,2,12344.0,-1.0,0,1,635.0,36296.0
46.0,2,1.0,3,4,2,5074.0,9.0,2,0,823.0,41528.0
34.0,1,3.0,3,3,1,7157.0,-1.0,2,1,633.0,-1.0
34.0,1,3.0,1,4,2,5489.0,35.0,3,0,702.0,-1.0
61.0,2,2.0,3,4,3,5597.0,26.0,3,1,547.0,17709.0
53.0,2,2.0,3,1,3,11234.0,46.0,5,0,686.0,41010.0
60.0,2,2.0,3,3,3,7780.0,20.0,3,0,535.0,37701.0
64.0,2,1.0,3,4,4,3546.0,-1.0,5,0,762.0,59827.0
54.0,1,1.0,1,4,3,-1.0,22.0,3,0,680.0,61963.0
34.0,2,2.0,1,2,1,1476.0,44.0,3,1,-1.0,36461.0
42.0,2,2.0,2,0,4,9704.0,40.0,3,1,701.0,42352.0
-1.0,2,-1.0,2,1,4,4846.0,-1.0,3,1,674.0,61852.0
56.0,1,3.0,1,3,3,5609.0,22.0,3,0,503.0,49162.0
54.0,1,2.0,2,4,3,5709.0,21.0,0,1,580.0,23015.0
30.0,0,2.0,3,3,3,5959.0,42.0,4,0,816.0,57965.0
38.0,1,3.0,3,2,3,5856.0,17.0,4,0,634.0,27757.0
36.0,2,3.0,1,3,2,8716.0,32.0,5,1,519.0,31791.0
43.0,2,1.0,1,4,0,5110.0,15.0,3,1,590.0,17896.0
23.0,1,1.0,2,4,3,4534.0,30.0,3,1,607.0,38256.0
65.0,2,3.0,1,4,4,6028.0,56.0,4,1,481.0,56836.0
59.0,1,2.0,1,2,2,7650.0,51.0,1,1,481.0,38086.0
37.0,2,-1.0,3,4,1,500.0,20.0,5,0,641.0,49581.0
46.0,2,-1.0,1,1,2,1619.0,26.0,4,0,619.0,48335.0
-1.0,1,2.0,2,4,1,500.0,25.0,4,0,666.0,30053.0
26.0,1,3.0,3,3,2,-1.0,52.0,0,1,652.0,26768.0
48.0,2,1.0,1,2,4,5733.0,26.0,1,1,490.0,34401.0
21.0,1,2.0,1,0,2,3041.0,58.0,0,1,705.0,-1.0
24.0,1,2.0,1,4,4,5622.0,42.0,3,0,-1.0,52091.0
64.0,2,2.0,2,1,1,3019.0,28.0,1,0,-1.0,31334.0
53.0,1,3.0,3,1,3,10665.0,44.0,3,1,614.0,37888.0
47.0,2,2.0,3,2,2,7585.0,28.0,3,0,593.0,55067.0
34.0,2,2.0,3,4,3,10235.0,44.0,2,0,615.0,-1.0
40.0,2,1.0,3,3,4,7212.0,42.0,4,1,-1.0,34530.0
33.0,1,3.0,2,2,0,6131.0,34.0,2,1,529.0,42067.0
58.0,1,1.0,1,2,1,4682.0,32.0,5,0,749.0,49624.0
28.0,2,-1.0,2,4,3,12590.0,22.0,2,1,625.0,42073.0
40.0,1,2.0,2,4,0,3045.0,19.0,5,0,697.0,33432.0
44.0,1,1.0,2,4,1,6045.0,34.0,4,1,600.0,28961.0
37.0,1,2.0,2,4,3,4118.0,48.0,5,1,487.0,22226.0
41.0,1,3.0,3,3,1,9201.0,38.0,5,0,570.0,35251.0
51.0,2,1.0,1,3,1,3628.0,17.0,5,0,830.0,70618.0
40.0,2,2.0,2,1,3,10320.0,35.0,1,1,743.0,35901.0
50.0,2,3.0,3,1,1,14299.0,14.0,4,1,662.0,27131.0
61.0,2,3.0,3,3,4,1788.0,40.0,4,0,698.0,46189.0
30.0,2,3.0,2,4,4,3038.0,26.0,2,0,694.0,49767.0
47.0,1,3.0,1,3,2,6735.0,-1.0,3,0,-1.0,66067.0
35.0,1,3.0,2,1,4,8351.0,46.0,3,0,664.0,61444.0
49.0,2,2.0,0,0,4,6214.0,50.0,4,0,530.0,51148.0
32.0,2,3.0,2,2,2,820.0,34.0,4,0,644.0,57184.0
43.0,2,-1.0,2,1,2,-1.0,29.0,5,1,540.0,37128.0
21.0,1,3.0,0,4,1,9745.0,24.0,3,1,422.0,12935.0
55.0,2,-1.0,3,4,1,7029.0,25.0,1,1,-1.0,27153.0
42.0,0,3.0,3,3,2,9586.0,37.0,5,1,638.0,46355.0
29.0,2,3.0,1,1,3,8905.0,25.0,3,1,451.0,10000.0
35.0,2,3.0,1,0,4,3320.0,13.0,2,0,613.0,62522.0
64.0,1,2.0,1,1,0,3883.0,47.0,4,1,680.0,45732.0
52.0,2,2.0,3,0,2,7824.0,49.0,3,0,819.0,49351.0
49.0,2,3.0,1,3,0,6056.0,30.0,5,1,-1.0,56543.0
40.0,1,1.0,1,1,3,12079.0,14.0,4,1,630.0,-1.0
-1.0,2,3.0,3,2,3,6840.0,29.0,4,1,491.0,37446.0
24.0,1,2.0,1,4,2,5217.0,30.0,5,0,725.0,56534.0
34.0,1,3.0,0,3,0,3523.0,48.0,1,0,715.0,37180.0
43.0,2,1.0,3,2,2,5322.0,21.0,5,1,533.0,10000.0
57.0,1,2.0,3,4,3,5158.0,48.0,5,1,617.0,-1.0
28.0,2,3.0,1,0,3,5538.0,55.0,4,1,-1.0,34385.0
55.0,1,2.0,0,2,2,-1.0,42.0,4,1,636.0,23715.0
-1.0,2,3.0,2,3,2,12159.0,-1.0,4,1,762.0,39698.0
47.0,2,3.0,1,3,1,7845.0,52.0,5,1,579.0,28823.0
30.0,1,2.0,3,4,4,5653.0,35.0,5,0,645.0,35697.0
-1.0,0,2.0,2,4,4,2603.0,17.0,5,1,473.0,46269.0
49.0,2,1.0,3,2,1,3248.0,42.0,1,0,705.0,-1.0
58.0,1,1.0,3,2,0,8759.0,56.0,0,1,-1.0,43739.0
48.0,2,-1.0,2,4,2,5592.0,58.0,3,1,645.0,57864.0
43.0,1,1.0,0,2,2,7727.0,25.0,3,0,643.0,31803.0
22.0,1,2.0,2,0,2,1267.0,-1.0,5,1,729.0,32858.0
24.0,1,3.0,1,3,4,6118.0,38.0,5,0,742.0,61066.0
37.0,2,2.0,0,2,3,6690.0,-1.0,5,1,518.0,24277.0
24.0,2,1.0,2,4,4,957.0,38.0,2,0,634.0,52232.0
64.0,1,1.0,2,4,4,-1.0,10.0,4,1,513.0,63712.0
64.0,2,3.0,1,1,0,5548.0,44.0,3,0,-1.0,57148.0
44.0,1,3.0,1,1,1,3499.0,51.0,5,1,498.0,27471.0
30.0,1,2.0,2,2,1,-1.0,54.0,1,1,520.0,22538.0
-1.0,2,-1.0,2,3,2,6242.0,16.0,2,0,711.0,21340.0
53.0,2,3.0,3,1,2,6459.0,44.0,4,0,808.0,36351.0
57.0,1,1.0,3,4,1,8080.0,44.0,1,1,690.0,27491.0
58.0,2,2.0,2,1,4,7787.0,-1.0,1,1,500.0,27411.0
63.0,2,3.0,3,2,4,4691.0,19.0,1,0,751.0,60978.0
41.0,2,1.0,2,4,2,7861.0,39.0,4,1,441.0,23559.0
31.0,1,1.0,2,2,3,12864.0,-1.0,1,1,535.0,46535.0
30.0,2,3.0,3,4,2,1060.0,26.0,1,0,574.0,42513.0
57.0,1,1.0,1,4,1,6483.0,52.0,3,1,520.0,29750.0
23.0,1,2.0,1,1,2,5591.0,43.0,2,0,-1.0,54737.0
58.0,1,2.0,3,1,3,10057.0,44.0,2,1,637.0,46355.0
22.0,2,-1.0,0,2,0,5751.0,20.0,5,0,-1.0,70000.0
23.0,2,2.0,2,3,2,9669.0,37.0,1,1,622.0,46032.0
65.0,1,3.0,2,0,4,9709.0,16.0,5,1,664.0,37222.0
26.0,2,1.0,1,3,2,12605.0,45.0,2,1,545.0,33722.0
45.0,0,1.0,2,2,3,-1.0,31.0,4,1,515.0,35406.0
34.0,2,2.0,1,1,4,2219.0,30.0,4,0,631.0,25437.0
47.0,2,2.0,1,1,1,4100.0,28.0,4,0,778.0,63161.0
53.0,1,1.0,1,1,2,-1.0,34.0,4,1,630.0,24409.0
52.0,1,2.0,1,2,4,10679.0,26.0,2,1,671.0,-1.0
63.0,1,2.0,3,2,2,3119.0,53.0,3,0,755.0,29016.0
55.0,1,1.0,2,3,2,-1.0,-1.0,2,0,616.0,48847.0
59.0,0,2.0,3,1,2,6232.0,-1.0,3,1,500.0,38999.0
55.0,2,1.0,1,4,2,10153.0,41.0,3,1,544.0,45877.0
36.0,2,2.0,3,2,3,6162.0,56.0,3,1,479.0,43699.0
57.0,2,3.0,1,4,0,5508.0,24.0,3,0,-1.0,30491.0
30.0,1,3.0,3,1,4,4120.0,-1.0,3,1,689.0,39752.0
31.0,2,2.0,3,1,1,-1.0,54.0,4,0,670.0,40857.0
48.0,1,1.0,3,0,3,-1.0,15.0,3,0,731.0,64243.0
59.0,1,2.0,2,0,2,7819.0,39.0,4,1,656.0,26895.0
48.0,2,3.0,2,1,1,11164.0,15.0,0,1,-1.0,26530.0
28.0,2,3.0,3,2,4,3332.0,11.0,3,0,735.0,46803.0
58.0,1,2.0,1,4,3,7887.0,41.0,3,0,620.0,51027.0
48.0,1,3.0,1,4,2,7783.0,54.0,0,0,718.0,44943.0
50.0,2,-1.0,2,4,4,-1.0,54.0,1,0,-1.0,33270.0
27.0,1,3.0,3,4,2,6546.0,17.0,4,0,779.0,48717.0
56.0,1,3.0,2,2,1,5974.0,27.0,2,0,554.0,27810.0
59.0,0,3.0,2,2,2,3411.0,60.0,0,1,591.0,26704.0
42.0,1,1.0,2,4,3,7044.0,51.0,3,0,586.0,28952.0
48.0,2,2.0,3,1,4,4527.0,27.0,1,0,728.0,-1.0
39.0,1,3.0,2,3,2,5273.0,48.0,2,1,665.0,23833.0
59.0,0,2.0,3,3,4,2540.0,33.0,1,0,805.0,-1.0
26.0,1,3.0,2,2,4,12697.0,50.0,1,1,511.0,12899.0
47.0,1,2.0,1,1,3,4351.0,-1.0,5,0,765.0,39551.0
40.0,2,3.0,2,2,2,6435.0,14.0,3,0,787.0,35053.0
51.0,1,2.0,2,2,3,7776.0,17.0,2,1,318.0,-1.0
-1.0,1,3.0,1,0,3,7350.0,38.0,5,1,648.0,10000.0
32.0,2,1.0,2,3,3,6741.0,9.0,2,0,649.0,41909.0
27.0,1,1.0,3,4,4,9195.0,22.0,1,1,763.0,10000.0
20.0,2,3.0,3,1,1,500.0,21.0,4,0,775.0,40078.0
28.0,2,1.0,2,4,3,-1.0,19.0,0,1,612.0,20278.0
57.0,2,1.0,3,0,2,10148.0,12.0,3,0,-1.0,34262.0
52.0,2,1.0,0,3,2,7437.0,32.0,3,1,-1.0,39364.0
65.0,1,3.0,0,4,4,7007.0,-1.0,3,0,709.0,39491.0
44.0,1,2.0,1,0,2,2144.0,44.0,3,0,739.0,51375.0
30.0,1,-1.0,1,2,4,5341.0,27.0,5,1,667.0,10000.0
39.0,1,1.0,2,1,3,8752.0,28.0,3,1,-1.0,36314.0
44.0,1,2.0,3,1,1,6282.0,17.0,4,0,753.0,39825.0
57.0,1,3.0,2,2,1,5323.0,22.0,2,1,720.0,20871.0
52.0,2,1.0,2,1,3,5026.0,38.0,2,1,564.0,43361.0
45.0,2,1.0,1,3,0,3617.0,35.0,3,0,608.0,41125.0
41.0,1,3.0,1,3,4,9329.0,14.0,3,0,643.0,45636.0
49.0,1,3.0,3,4,1,5328.0,28.0,2,0,721.0,41955.0
39.0,2,3.0,1,3,3,5134.0,19.0,4,1,638.0,39129.0
24.0,1,1.0,2,2,3,7027.0,14.0,5,1,551.0,35166.0
63.0,2,1.0,1,3,1,6161.0,28.0,0,0,825.0,-1.0
51.0,1,3.0,2,1,4,6366.0,17.0,5,1,638.0,14024.0
30.0,2,-1.0,1,4,4,7538.0,47.0,1,1,645.0,36464.0
44.0,1,3.0,3,3,4,6002.0,49.0,1,0,-1.0,33773.0
32.0,0,1.0,3,3,4,5121.0,35.0,1,0,779.0,38841.0
34.0,0,3.0,2,1,4,5980.0,41.0,1,0,794.0,39321.0
28.0,2,1.0,0,3,3,4410.0,19.0,2,0,767.0,41955.0
65.0,1,1.0,1,2,2,8966.0,37.0,3,1,-1.0,50479.0
29.0,2,3.0,3,3,4,2660.0,39.0,1,1,598.0,20546.0
65.0,1,-1.0,1,4,3,4694.0,25.0,4,0,578.0,39422.0
51.0,2,2.0,1,3,1,6976.0,-1.0,2,1,413.0,54601.0
46.0,1,3.0,3,1,3,4621.0,49.0,1,0,544.0,-1.0
39.0,1,3.0,2,1,2,1442.0,54.0,3,0,631.0,-1.0
35.0,2,1.0,2,1,2,8006.0,19.0,4,1,680.0,32839.0
62.0,1,1.0,3,1,2,-1.0,-1.0,5,0,719.0,52364.0
65.0,1,1.0,2,3,1,4535.0,-1.0,3,0,725.0,27155.0
34.0,1,2.0,1,2,2,4263.0,11.0,5,0,813.0,18959.0
50.0,1,1.0,3,3,4,8359.0,48.0,3,0,591.0,20718.0
48.0,2,1.0,3,1,2,5984.0,46.0,1,0,632.0,25782.0
30.0,1,2.0,3,2,3,7800.0,42.0,0,1,733.0,34557.0
26.0,1,1.0,3,0,2,8993.0,41.0,3,0,677.0,52082.0
29.0,1,-1.0,3,2,2,2573.0,29.0,0,0,700.0,25502.0
49.0,2,1.0,0,2,4,6482.0,29.0,3,1,537.0,22788.0
46.0,2,3.0,2,4,1,9355.0,44.0,2,1,469.0,32166.0
57.0,2,2.0,3,2,3,8951.0,26.0,4,1,545.0,18801.0
33.0,1,2.0,0,2,2,6770.0,49.0,5,0,703.0,32182.0
36.0,2,1.0,2,4,4,3834.0,12.0,0,0,774.0,-1.0
26.0,2,1.0,2,2,3,10510.0,32.0,3,0,632.0,40257.0
53.0,1,-1.0,2,0,4,8827.0,36.0,3,1,600.0,20511.0
21.0,2,-1.0,1,1,1,4995.0,42.0,2,1,624.0,-1.0
33.0,2,2.0,2,2,3,12260.0,31.0,2,1,595.0,30132.0
24.0,0,1.0,1,1,1,6661.0,36.0,5,0,634.0,44555.0
49.0,1,2.0,0,2,2,4654.0,37.0,0,0,785.0,43649.0
60.0,2,3.0,1,0,3,5854.0,10.0,2,0,775.0,41753.0
50.0,1,1.0,3,2,1,6428.0,39.0,3,0,850.0,-1.0
45.0,2,3.0,1,1,2,8007.0,37.0,0,0,651.0,35423.0
37.0,2,3.0,1,3,3,5165.0,-1.0,2,1,617.0,19663.0
60.0,2,3.0,0,0,1,9363.0,22.0,3,1,568.0,33614.0
53.0,1,1.0,3,1,4,5546.0,27.0,5,0,608.0,43108.0
30.0,1,1.0,2,3,4,-1.0,-1.0,1,0,617.0,28542.0
28.0,2,-1.0,1,4,2,8496.0,17.0,2,1,478.0,21390.0
45.0,2,3.0,1,3,4,3229.0,10.0,4,0,656.0,68827.0
53.0,1,2.0,1,3,2,8851.0,23.0,2,0,606.0,39139.0
38.0,0,3.0,1,3,4,-1.0,52.0,4,1,-1.0,44065.0
50.0,2,2.0,3,1,3,6288.0,41.0,1,1,625.0,43636.0
51.0,2,1.0,2,1,3,9428.0,52.0,5,1,721.0,50277.0
61.0,2,3.0,3,1,1,5412.0,55.0,5,1,419.0,54548.0
31.0,1,3.0,2,3,3,-1.0,38.0,4,1,646.0,69532.0
45.0,2,3.0,1,2,3,9579.0,-1.0,5,1,635.0,31411.0
63.0,1,3.0,1,3,0,7013.0,25.0,2,0,606.0,-1.0
64.0,2,3.0,3,0,3,6660.0,19.0,2,1,454.0,45175.0
20.0,1,3.0,2,2,3,5206.0,38.0,4,0,850.0,26816.0
57.0,2,-1.0,2,3,4,5871.0,52.0,2,1,594.0,-1.0
27.0,1,1.0,3,1,4,-1.0,24.0,5,0,-1.0,39003.0
39.0,2,3.0,3,2,1,8207.0,-1.0,4,1,711.0,34563.0
39.0,2,2.0,3,3,1,9089.0,26.0,4,1,665.0,47097.0
31.0,1,3.0,0,4,3,4367.0,51.0,4,1,691.0,-1.0
38.0,1,1.0,1,2,1,2346.0,38.0,4,1,558.0,23941.0
47.0,2,2.0,0,3,1,6805.0,43.0,5,1,616.0,31241.0
49.0,2,3.0,1,3,1,6060.0,42.0,1,1,786.0,18548.0
26.0,2,3.0,2,4,3,4599.0,13.0,2,0,626.0,61184.0
26.0,2,2.0,1,4,0,6997.0,30.0,5,0,-1.0,26306.0
47.0,0,1.0,3,0,4,2071.0,48.0,2,0,650.0,31813.0
27.0,1,2.0,3,2,2,3045.0,26.0,5,1,475.0,34328.0
32.0,1,2.0,3,2,2,2274.0,36.0,3,1,592.0,24505.0
31.0,1,3.0,1,3,0,10022.0,26.0,3,1,790.0,57183.0
27.0,2,1.0,1,4,2,7905.0,34.0,5,1,563.0,17497.0
36.0,2,2.0,1,1,0,3502.0,54.0,4,0,665.0,50360.0
45.0,2,2.0,1,3,1,5310.0,21.0,1,0,782.0,30264.0
29.0,2,1.0,1,0,4,7083.0,21.0,2,1,300.0,22171.0
36.0,2,1.0,1,3,1,8221.0,37.0,3,1,677.0,52903.0
48.0,2,2.0,2,0,1,8330.0,38.0,5,0,640.0,34129.0
20.0,2,3.0,1,3,0,7301.0,53.0,4,1,534.0,50508.0
53.0,2,-1.0,0,2,1,8358.0,14.0,3,1,576.0,63151.0
27.0,2,-1.0,2,3,1,-1.0,41.0,3,1,405.0,19611.0
47.0,2,-1.0,2,1,0,9327.0,18.0,5,1,718.0,50102.0
28.0,1,1.0,2,1,0,2927.0,45.0,1,0,499.0,49680.0
56.0,2,1.0,3,2,1,7708.0,23.0,4,0,728.0,33021.0
39.0,1,1.0,2,4,0,7914.0,25.0,5,1,617.0,36714.0
-1.0,1,2.0,1,0,1,8215.0,17.0,1,1,-1.0,14688.0
35.0,2,2.0,1,3,4,-1.0,40.0,1,0,632.0,46131.0
25.0,1,3.0,3,3,3,4315.0,20.0,2,0,631.0,59180.0
47.0,2,2.0,1,3,1,8472.0,-1.0,5,1,490.0,41663.0
-1.0,2,1.0,3,2,3,5905.0,58.0,3,1,484.0,46259.0
64.0,2,3.0,2,2,1,8304.0,43.0,5,1,613.0,37230.0
53.0,1,2.0,2,1,2,3386.0,13.0,5,1,631.0,15093.0
33.0,1,3.0,1,2,0,4865.0,13.0,4,1,-1.0,29377.0
24.0,0,3.0,1,2,4,5392.0,13.0,3,1,717.0,42855.0
28.0,2,1.0,3,3,3,3910.0,34.0,2,0,600.0,56704.0
29.0,2,1.0,1,2,1,7395.0,-1.0,3,0,683.0,28965.0
33.0,1,1.0,2,3,4,4652.0,20.0,1,1,565.0,-1.0
